TYP_ZVÍŘETE;JMÉNO_ZVÍŘETE;GENDER
Lizard;passive caterpillar;Z
Lizard;collective orca;M
Fox;classic hedgehog;M
Parrot;compulsory anaconda;Z
Lizard;nasty puffin;Z
Fox;rolling skink;Z
Lizard;prime raven;Z
Tiger;ready tapir;M
Bear;external thrush;Z
Fox;wicked opossum;M
Tiger;condemned squid;M
Lion;clever felidae;M
Fox;judicial orca;Z
Cat;notable goose;Z
Donkey;available gazelle;Z
Horse;head wildfowl;M
Donkey;unhappy toad;Z
Fox;monthly leopon;M
Tiger;parental kiwi;M
Lion;occupational guan;Z
Horse;hungry lemur;M
Tiger;fancy pony;M
Bear;moderate marsupial;M
Horse;rare firefly;Z
Dog;electric armadillo;M
Donkey;collective alpaca;Z
Dog;blue pinniped;M
Cat;modern wombat;Z
Horse;mental jellyfish;M
Parrot;evil swift;Z
Fox;special cheetah;M
Horse;imaginative quail;M
Parrot;average ostrich;M
Tiger;tender sturgeon;M
Lion;senior alpaca;Z
Donkey;armed bird;M
Cat;pure wildcat;Z
Lizard;miniature vole;Z
Tiger;parental amphibian;Z
Lion;blue armadillo;Z
Tiger;boring shark;Z
Bear;kind marmoset;Z
Dog;eldest cat;Z
Bear;slippery cod;M
Parrot;excited dog;Z
Donkey;long donkey;Z
Donkey;quick cheetah;Z
Parrot;whole horse;M
Lion;misty bear;Z
Tiger;external vicuna;Z
Fox;fair swordtail;M
Bear;accessible coyote;M
Lizard;multiple hedgehog;Z
Bear;long pig;Z
Cat;monetary mouse;Z
Parrot;silly gayal;M
Lizard;past dog;Z
Fox;sophisticated gibbon;Z
Dog;lively anglerfish;Z
Fox;royal primate;Z
Fox;single possum;Z
Dog;excessive hoverfly;M
Parrot;intellectual alpaca;Z
Lizard;clumsy alpaca;Z
Dog;industrial bass;Z
Tiger;pure ptarmigan;Z
Tiger;maximum frog;M
Donkey;different dove;M
Lizard;opposite ocelot;Z
Horse;regional mackerel;M
Cat;purple muskox;M
Tiger;marxist pheasant;Z
Lizard;silky vole;Z
Tiger;rare parakeet;M
Fox;basic cricket;M
Dog;broad gayal;M
Dog;middle bat;M
Cat;dear bison;Z
Bear;right possum;M
Tiger;ambitious cicada;Z
Bear;curved tahr;M
Lion;relevant wombat;M
Donkey;internal octopus;Z
Bear;illegal impala;Z
Horse;repulsive parrotfish;M
Lion;clean pigeon;M
Bear;disastrous raccoon;M
Donkey;digital bovid;M
Horse;protestant wildfowl;M
Donkey;helpful cattle;M
Parrot;monthly tarantula;Z
Tiger;splendid sloth;M
Donkey;frightened bandicoot;Z
Lion;gigantic cougar;Z
Cat;redundant wasp;M
Lion;practical asp;Z
Tiger;unable tarsier;M
Lizard;tall marmoset;M
Bear;radical cricket;M
Lizard;narrow mockingbird;Z
Bear;ugly macaw;Z
Dog;senior tiglon;M
Fox;elated yak;Z
Donkey;sensible cephalopod;Z
Tiger;scary cicada;Z
Bear;agreed toad;Z
Lion;convenient moose;M
Dog;experimental armadillo;M
Donkey;strong pike;Z
Bear;purple quail;M
Bear;black constrictor;Z
Bear;terrible hoverfly;M
Tiger;profound dinosaur;M
Parrot;miniature falcon;M
Lion;boring ferret;Z
Donkey;visual dragonfly;M
Fox;qualified gull;M
Donkey;legal orca;Z
Lion;orange grouse;Z
Fox;sweet canidae;Z
Bear;important donkey;Z
Lion;individual wolf;M
Fox;faithful aardwolf;M
Bear;agreed ant;Z
Parrot;open cattle;Z
Tiger;domestic eel;M
Cat;doubtful narwhal;M
Lion;thick toucan;Z
Lion;hollow bobolink;Z
Horse;expected cricket;M
Cat;retired bedbug;Z
Parrot;successful roundworm;Z
Cat;severe viper;M
Cat;strict baboon;Z
Lion;tasty cat;Z
Parrot;irrelevant kite;Z
Horse;purple skunk;Z
Cat;determined goldfish;M
Lion;spare boa;Z
Tiger;parliamentary chicken;Z
Horse;prime dormouse;M
Donkey;defiant fish;M
Lizard;blank viper;Z
Donkey;green koi;Z
Cat;upper parrotfish;Z
Horse;evolutionary kite;Z
Fox;ministerial herring;M
Lizard;helpful boa;M
Dog;verbal pony;M
Lion;united macaw;Z
Parrot;atomic muskox;Z
Bear;big landfowl;M
Horse;preliminary xerinae;Z
Donkey;zealous chinchilla;Z
Fox;gothic chipmunk;Z
Lizard;impossible rattlesnake;M
Bear;resident reindeer;M
Dog;delicate goose;M
Lizard;available leopard;M
Lion;fatal minnow;M
Cat;used echidna;M
Cat;continued chicken;Z
Tiger;furious dolphin;M
Horse;dangerous kingfisher;Z
Horse;funny baboon;M
Dog;striped puma;Z
Donkey;static centipede;M
Tiger;collective hummingbird;Z
Parrot;shy hedgehog;Z
Donkey;thirsty hare;Z
Bear;great skink;M
Bear;desirable warbler;M
Donkey;wise partridge;Z
Donkey;weary constrictor;Z
Donkey;primitive squid;M
Lizard;puny takin;M
Parrot;red guppy;M
Cat;sacred spoonbill;M
Donkey;shrill marmot;Z
Bear;steep capybara;Z
Tiger;famous chickadee;Z
Fox;warm moth;M
Tiger;embarrassed wildfowl;Z
Bear;crooked coral;Z
Lion;dangerous ferret;M
Donkey;grim silverfish;M
Donkey;static manatee;M
Lion;moaning panther;Z
Horse;helpless alpaca;Z
Lion;far dragonfly;M
Donkey;intermediate bat;Z
Dog;juicy orca;M
Lion;wild rooster;Z
Horse;satisfactory puffin;Z
Fox;sticky peacock;M
Donkey;dry catshark;Z
Donkey;big iguana;M
Parrot;dry dinosaur;Z
Lion;damp unicorn;Z
Cat;liberal asp;Z
Dog;great silverfish;Z
Fox;witty lemming;Z
Lion;coloured tapir;Z
Horse;given barnacle;Z
Dog;pleasant herring;Z
Lion;patient moth;Z
Fox;ratty meadowlark;M
Lizard;unlikely mandrill;M
Tiger;diplomatic hare;Z
Cat;happy llama;Z
Tiger;clean hedgehog;Z
Lizard;historical krill;M
Horse;initial dingo;Z
Horse;internal mockingbird;M
Lion;ashamed wren;Z
Donkey;icy stork;Z
Dog;tiny guanaco;M
Parrot;spectacular tarantula;M
Cat;absolute goldfish;Z
Donkey;aesthetic blackbird;Z
Parrot;scared cat;M
Cat;poised chickadee;Z
Dog;beautiful mink;M
Fox;occasional snail;Z
Parrot;little rook;M
Parrot;official lynx;Z
Donkey;hard quail;M
Cat;french yak;M
Horse;plain bison;Z
Parrot;puzzled tahr;Z
Lion;absolute louse;Z
Bear;content earthworm;M
Parrot;desirable cat;Z
Parrot;smoggy cattle;M
Dog;random chinchilla;M
Cat;successful tyrannosaurus;Z
Lizard;southern jellyfish;M
Donkey;drab reindeer;M
Parrot;full horse;M
Parrot;characteristic tapir;M
Parrot;mysterious raven;M
Bear;fixed pig;Z
Lizard;gentle raven;Z
Parrot;early puma;M
Parrot;awkward crocodile;Z
Fox;soviet centipede;Z
Donkey;lively guanaco;M
Cat;generous tortoise;Z
Bear;collective donkey;Z
Lion;scattered rattlesnake;M
Bear;bored butterfly;M
Lizard;leading weasel;Z
Dog;healthy reindeer;M
Donkey;clear hippopotamus;Z
Horse;quick seahorse;M
Donkey;missing kite;M
Tiger;considerable skunk;Z
Bear;super dog;Z
Lizard;splendid tiglon;M
Bear;feminist skunk;M
Bear;sticky leech;M
Tiger;fellow deer;Z
Donkey;ministerial peacock;Z
Parrot;evident lamprey;Z
Dog;equivalent mollusk;Z
Dog;nutty mongoose;Z
Bear;written cougar;Z
Fox;flexible hyena;Z
Fox;intelligent kite;M
Parrot;quiet bobcat;Z
Dog;ratty galliform;M
Lizard;ok limpet;M
Lizard;revolutionary fox;M
Lion;systematic bass;Z
Fox;fiscal elk;M
Donkey;married meerkat;M
Tiger;ancient pony;Z
Tiger;present walrus;M
Cat;overwhelming mole;Z
Cat;normal pig;M
Horse;wrong chipmunk;Z
Lion;frantic alpaca;M
Tiger;immediate whippet;Z
Parrot;colonial thrush;Z
Donkey;slow halibut;M
Lion;weird hippopotamus;M
Donkey;yellow primate;M
Bear;gentle grouse;Z
Lizard;conscious bear;M
Lizard;clean boar;Z
Donkey;welsh turtle;M
Horse;golden chimpanzee;Z
Fox;concerned guanaco;Z
Lion;shaggy camel;M
Lion;managing bedbug;Z
Cat;digital asp;Z
Parrot;desirable impala;M
Parrot;fine aphid;M
Horse;psychiatric coyote;Z
Horse;civic viper;M
Dog;elaborate mammal;Z
Lion;mass hamster;Z
Horse;lexical ferret;M
Lizard;primitive anglerfish;Z
Horse;scary wombat;Z
Horse;magic eagle;Z
Donkey;lucky mandrill;M
Horse;alright quelea;M
Cat;elderly wildfowl;Z
Donkey;eager pinniped;Z
Cat;decisive snake;M
Tiger;technical mockingbird;Z
Tiger;critical moose;Z
Horse;decisive alpaca;Z
Dog;free rhinoceros;M
Lion;nice halibut;Z
Cat;new mole;Z
Dog;comparable capybara;M
Donkey;psychiatric tarantula;M
Tiger;likely crawdad;M
Dog;literary parrot;Z
Donkey;disgusted guppy;Z
Horse;burning guppy;M
Cat;ugliest reindeer;M
Lion;total clownfish;M
Horse;parliamentary woodpecker;M
Lion;accused shark;Z
Horse;wide tapir;M
Lion;light sailfish;Z
Bear;ancient mink;Z
Donkey;automatic sawfish;Z
Lion;sweet otter;Z
Horse;prior urial;Z
Dog;agreeable sawfish;Z
Dog;supporting chinchilla;Z
Parrot;acceptable dragon;M
Lion;sore dormouse;Z
Donkey;late catshark;Z
Lizard;tall bug;M
Cat;causal primate;M
Parrot;military swallow;M
Lion;worthwhile coyote;Z
Lion;sure eel;M
Cat;inevitable guppy;Z
Donkey;entire horse;M
Bear;healthy partridge;M
Bear;organic takin;Z
Fox;bright worm;M
Parrot;delighted roadrunner;Z
Lion;exuberant chameleon;Z
Fox;suitable frog;Z
Lizard;mature salamander;M
Tiger;dangerous raccoon;Z
Donkey;tory rodent;Z
Tiger;sad cod;M
Donkey;surprising donkey;M
Tiger;bitter muskox;M
Donkey;curved mole;M
Parrot;practical buzzard;M
Tiger;provincial wasp;Z
Cat;amused lobster;Z
Cat;low heron;Z
Donkey;bloody asp;M
Donkey;worried centipede;M
Tiger;thorough vicuna;M
Lizard;interesting mackerel;M
Lizard;just gecko;Z
Fox;prepared hippopotamus;Z
Fox;informal ermine;Z
Donkey;chosen peafowl;Z
Bear;frequent lemming;M
Lizard;heavy toad;Z
Fox;superior piranha;Z
Cat;beautiful antlion;Z
Fox;varied llama;Z
Fox;specified salamander;M
Cat;wet muskox;Z
Horse;relevant yak;M
Fox;fast vole;M
Cat;genetic emu;Z
Dog;noisy wasp;Z
Lizard;electoral caterpillar;Z
Tiger;electoral firefly;Z
Lion;historical beaver;M
Cat;proud aardwolf;M
Horse;comprehensive mackerel;M
Lizard;crooked horse;M
Fox;spicy marlin;Z
Lizard;orthodox salamander;M
Parrot;easy dove;M
Lion;low junglefowl;M
Fox;unwilling cicada;M
Fox;fair bug;M
Bear;organisational scallop;M
Donkey;responsible pelican;M
Dog;practical flea;M
Tiger;complex snipe;M
Cat;diplomatic roundworm;Z
Parrot;recent shark;Z
Tiger;crooked woodpecker;M
Horse;liable nightingale;M
Dog;awful jackal;M
Lion;innovative marlin;Z
Tiger;powerful dove;M
Cat;terrible junglefowl;Z
Donkey;female cheetah;M
Cat;successful amphibian;M
Dog;broken rook;Z
Fox;remaining carp;Z
Tiger;quiet flyingfish;M
Horse;daily lark;Z
Bear;concrete goldfish;Z
Donkey;ill viper;M
Dog;tasty tarsier;Z
Cat;old lemming;M
Dog;ill tiglon;Z
Bear;breezy tarantula;Z
Fox;loose loon;Z
Cat;rich earwig;Z
Fox;lonely cricket;M
Donkey;associated shrew;Z
Bear;public anaconda;Z
Horse;pure bandicoot;M
Lizard;large chickadee;M
Bear;enthusiastic anglerfish;Z
Parrot;developed falcon;Z
Lion;depressed bison;Z
Dog;short goat;Z
Bear;combative seahorse;M
Donkey;blushing cattle;Z
Parrot;excess roundworm;Z
Lizard;common ape;Z
Lion;meaningful asp;Z
Dog;dusty ape;Z
Horse;chief condor;Z
Donkey;integral catfish;M
Donkey;welcome bovid;Z
Cat;educational bee;M
Dog;progressive chimpanzee;M
Cat;fierce takin;M
Donkey;private deer;M
Fox;amateur limpet;Z
Bear;vocational boar;Z
Horse;complete crow;M
Horse;blue herring;M
Tiger;terrible beetle;Z
Parrot;critical kiwi;Z
Donkey;marginal goat;M
Dog;careful jackal;M
Cat;integral orangutan;M
Lizard;internal mosquito;M
Lion;historic duck;Z
Cat;individual felidae;M
Cat;great impala;Z
Fox;subtle tyrannosaurus;M
Fox;decisive dragon;Z
Lion;happy trout;Z
Bear;legitimate bonobo;Z
Cat;inquisitive rook;M
Dog;suitable kite;Z
Tiger;various wolf;M
Lizard;tragic worm;Z
Lion;confident alpaca;M
Lion;concerned rat;M
Parrot;favourite bear;M
Lizard;glamorous firefly;M
Horse;aware primate;Z
Fox;external jay;Z
Fox;stuck dolphin;Z
Parrot;tight limpet;Z
Fox;outside vulture;M
Dog;legislative worm;Z
Fox;elegant caterpillar;Z
Fox;secure vicuna;M
Bear;binding fowl;Z
Horse;wet mouse;Z
Horse;deafening partridge;M
Lizard;institutional wildfowl;M
Tiger;large swordtail;M
Donkey;natural raccoon;M
Lizard;full rook;M
Lion;annual bat;M
Donkey;charming chimpanzee;M
Tiger;naval tyrannosaurus;Z
Fox;ridiculous roadrunner;Z
Donkey;electric sheep;M
Dog;international asp;M
Lizard;anxious lobster;Z
Horse;fragile dove;Z
Bear;ugly walrus;M
Bear;nearby porcupine;Z
Lion;boiling chimpanzee;M
Dog;cruel landfowl;M
Fox;intellectual camel;Z
Dog;romantic flamingo;Z
Fox;grotesque vicuna;Z
Dog;clinical boar;M
Tiger;gastric firefly;M
Horse;historic walrus;M
Dog;chilly loon;M
Lizard;valuable sheep;M
Parrot;combined sparrow;Z
Bear;jittery shrimp;Z
Cat;teenage elephant;Z
Lion;continued roundworm;Z
Lion;average goldfish;Z
Dog;quaint reptile;Z
Lion;defeated koi;M
Horse;petite lion;M
Fox;funny perch;Z
Lizard;elegant anteater;Z
Donkey;irrelevant deer;Z
Donkey;delicious owl;Z
Lizard;hidden junglefowl;M
Parrot;live wallaby;Z
Dog;present herring;Z
Lizard;motionless snake;Z
Lion;friendly nightingale;M
Donkey;thundering caterpillar;Z
Dog;compatible penguin;M
Lizard;electronic rhinoceros;Z
Cat;persistent canidae;M
Parrot;senior salmon;M
Donkey;long mandrill;M
Tiger;heavy tick;Z
Donkey;tight aardvark;Z
Bear;private wildfowl;Z
Tiger;quaint tapir;Z
Lizard;democratic crow;M
Lion;superb tarantula;M
Parrot;great hedgehog;Z
Bear;usual stoat;M
Lion;odd mackerel;M
Lizard;drunk goat;Z
Dog;mighty tarsier;Z
Donkey;respective lizard;Z
Lizard;dusty gecko;M
Donkey;generous donkey;M
Tiger;successful iguana;Z
Donkey;communist termite;M
Horse;divine tarsier;Z
Parrot;mature dinosaur;M
Lizard;dependent snipe;M
Donkey;promising reptile;M
Lion;willing moth;Z
Horse;secure duck;Z
Parrot;exciting wasp;Z
Parrot;distinguished takin;Z
Cat;plastic wildcat;Z
Cat;broken koi;Z
Bear;light orangutan;Z
Horse;handsome centipede;Z
Tiger;brave earwig;Z
Parrot;nosy alpaca;Z
Tiger;spare monkey;Z
Horse;nosy grasshopper;M
Lion;clean loon;Z
Lion;acute cat;M
Dog;empty carp;Z
Bear;creative lion;Z
Lizard;feminist penguin;M
Dog;purple loon;Z
Lion;solid horse;M
Cat;funny centipede;M
Bear;accepted raccoon;Z
Cat;financial snail;Z
Cat;great meadowlark;M
Lion;physical guppy;Z
Lion;bright sturgeon;M
Tiger;specific caterpillar;Z
Fox;peculiar piranha;M
Fox;exceptional flea;Z
Tiger;premier nightingale;M
Lizard;watery falcon;Z
Cat;foreign skunk;M
Lizard;zany manatee;Z
Fox;ill toad;Z
Parrot;quaint lamprey;M
Parrot;prepared cat;Z
Dog;unusual vicuna;M
Parrot;complex echidna;Z
Cat;spotty earwig;Z
Tiger;competitive krill;Z
Cat;intellectual lynx;M
Fox;coastal shrew;M
Lion;inappropriate kiwi;Z
Parrot;square chickadee;M
Parrot;misty whippet;Z
Lion;bored marmoset;Z
Parrot;sole koi;Z
Bear;interior halibut;Z
Donkey;existing reptile;Z
Parrot;natural gecko;M
Lion;crooked koi;M
Fox;sick pig;M
Lion;precious coral;M
Donkey;boiling dingo;M
Lizard;delicate hedgehog;Z
Lizard;worthy hippopotamus;M
Lizard;small shrimp;M
Lizard;select locust;M
Dog;silly barnacle;Z
Tiger;eligible orangutan;Z
Parrot;determined anteater;Z
Cat;wise horse;Z
Parrot;filthy roundworm;M
Parrot;artificial cuckoo;M
Cat;pleased leopard;M
Lizard;handsome heron;M
Parrot;compact yak;Z
Donkey;printed orca;Z
Donkey;inadequate gibbon;M
Lion;different ant;M
Tiger;average hippopotamus;Z
Dog;strong vole;M
Tiger;round stork;M
Lizard;exciting deer;Z
Fox;arrogant marmoset;M
Cat;select kingfisher;Z
Tiger;linguistic spoonbill;M
Cat;crazy cuckoo;M
Lizard;dull gecko;M
Lion;breakable deer;Z
Cat;depressed cod;M
Horse;administrative bedbug;M
Cat;clear damselfly;Z
Lion;thirsty tarantula;M
Parrot;square rooster;M
Fox;urgent ox;M
Parrot;selected fowl;Z
Horse;crooked snipe;Z
Lion;chronic turtle;Z
Donkey;able opossum;M
Horse;alleged damselfly;M
Lizard;key rodent;Z
Parrot;revolutionary ant;Z
Dog;unfair stork;Z
Fox;influential mandrill;Z
Horse;interior bedbug;M
Lizard;religious barracuda;Z
Dog;Sound rat;Z
Fox;massive mouse;Z
Donkey;everyday turkey;M
Cat;tense herring;Z
Tiger;sophisticated guanaco;M
Fox;drab parakeet;M
Donkey;yellow roadrunner;M
Dog;cute tortoise;M
Lion;technological quelea;Z
Dog;ideological koi;Z
Parrot;oral lizard;M
Fox;fit cattle;Z
Lizard;different dog;Z
Tiger;causal toad;Z
Parrot;concerned crocodile;Z
Dog;bumpy bug;M
Donkey;select parrotfish;M
Lion;interior salmon;M
Parrot;human bobcat;M
Lion;diverse quail;Z
Donkey;left barracuda;M
Cat;worrying peafowl;M
Cat;fast mite;M
Parrot;regulatory mule;M
Bear;screeching wildfowl;M
Dog;isolated guanaco;Z
Lion;immense alligator;M
Parrot;extraordinary swallow;Z
Donkey;small lobster;Z
Cat;faint walrus;M
Dog;quiet duck;Z
Cat;sophisticated dragon;Z
Fox;neat egret;Z
Parrot;puzzled horse;Z
Donkey;naughty egret;M
Cat;appropriate bird;M
Parrot;raw catshark;M
Fox;tasteless damselfly;Z
Fox;lucky tortoise;M
Tiger;chubby orca;Z
Fox;capable partridge;M
Bear;wrong trout;Z
Horse;overall baboon;M
Horse;arbitrary aphid;M
Dog;modest hummingbird;Z
Bear;unhappy horse;Z
Cat;immediate grouse;Z
Parrot;controlled louse;M
Tiger;apparent cat;Z
Cat;financial ermine;M
Parrot;dear goat;Z
Tiger;orange crane;M
Dog;creepy swordtail;M
Fox;happy quokka;Z
Tiger;drab peafowl;M
Lizard;quaint macaw;Z
Parrot;interesting cattle;M
Fox;commercial tick;Z
Parrot;yellow aphid;M
Lizard;sad cockroach;Z
Parrot;static owl;Z
Tiger;warm crab;Z
Tiger;elaborate gamefowl;M
Fox;driving squid;M
Cat;obvious mackerel;Z
Bear;sudden cod;Z
Tiger;fit wildebeest;Z
Tiger;entire urial;M
Lion;drab xerinae;Z
Dog;straightforward damselfly;Z
Horse;past mackerel;M
Bear;regular raven;M
Parrot;harsh kingfisher;M
Horse;correct snipe;Z
Bear;urgent moth;Z
Lizard;functional rodent;Z
Parrot;indirect hyena;M
Bear;wonderful spider;Z
Lizard;coastal pig;Z
Donkey;marked hyena;M
Lion;vertical opossum;M
Dog;cold meerkat;M
Parrot;commercial boar;M
Donkey;fast junglefowl;Z
Parrot;vertical crayfish;M
Lizard;annoyed aardwolf;M
Cat;urgent cicada;M
Dog;correct pelican;Z
Fox;faint lizard;Z
Donkey;rude wildebeest;M
Donkey;delicious bonobo;Z
Parrot;civilian jaguar;M
Cat;great harrier;Z
Dog;fellow silverfish;Z
Fox;resulting finch;Z
Lion;spotty moose;Z
Lion;bright yak;Z
Donkey;sick sheep;M
Fox;miserable ant;Z
Fox;old mackerel;M
Tiger;increased goldfish;M
Cat;stupid emu;Z
Parrot;electrical skink;Z
Cat;different turtle;M
Cat;sufficient alpaca;M
Lizard;compact yak;Z
Horse;capitalist swallow;M
Cat;philosophical felidae;M
Dog;busy bobcat;Z
Tiger;evolutionary heron;M
Bear;spatial chimpanzee;Z
Fox;keen dove;Z
Horse;mechanical lizard;M
Tiger;elaborate cod;Z
Fox;key peafowl;M
Parrot;low horse;Z
Cat;still ptarmigan;M
Cat;uninterested kiwi;M
Tiger;screeching tahr;Z
Bear;symbolic cattle;M
Dog;managing cod;Z
Lizard;horrible donkey;M
Parrot;potential clownfish;M
Horse;quiet finch;Z
Dog;impossible silverfish;M
Parrot;shaggy xerinae;Z
Lion;lucky fish;M
Tiger;worthwhile rook;M
Fox;practical penguin;Z
Tiger;beneficial junglefowl;M
Parrot;critical crow;Z
Tiger;linear hippopotamus;Z
Horse;coloured aphid;M
Fox;primary possum;M
Donkey;quick chinchilla;Z
Cat;pretty kingfisher;Z
Lizard;brief marlin;M
Donkey;strong tortoise;Z
Bear;illegal cobra;Z
Cat;tough rat;M
Lion;alright meadowlark;M
Tiger;sunny wildcat;Z
Lizard;difficult gerbil;Z
Lizard;silly kingfisher;Z
Tiger;anonymous mastodon;M
Parrot;shaggy horse;Z
Fox;subjective wildfowl;M
Donkey;excessive mouse;M
Cat;miniature sole;Z
Lion;motionless goat;Z
Parrot;parliamentary falcon;Z
Lion;appropriate prawn;Z
Tiger;wasteful junglefowl;M
Cat;rubber jellyfish;M
Fox;forward frog;Z
Dog;statistical dingo;Z
Horse;marine shrew;Z
Dog;naked parakeet;Z
Bear;soviet centipede;Z
Fox;religious koala;M
Parrot;continuous tyrannosaurus;M
Donkey;delicate eel;M
Horse;fat cardinal;M
Bear;burning mink;Z
Donkey;protective zebra;Z
Dog;french finch;M
Parrot;Sound jaguar;Z
Cat;perfect marmot;Z
Lion;complete quelea;Z
Cat;male ape;M
Horse;possible toad;Z
Lizard;clean sparrow;Z
Lion;uncomfortable peafowl;Z
Lizard;desirable antelope;M
Lizard;spontaneous turkey;Z
Tiger;dynamic lark;M
Fox;orthodox salmon;Z
Bear;delicate bonobo;Z
Donkey;brilliant sailfish;Z
Tiger;happy marmot;Z
Horse;shaggy mole;Z
Lizard;inclined earthworm;Z
Horse;homeless fowl;M
Bear;clever flea;Z
Fox;successive rabbit;M
Parrot;hidden panther;Z
Bear;miserable cheetah;Z
Lizard;implicit bird;M
Horse;few skink;M
Fox;awake elk;Z
Cat;productive guppy;M
Bear;useless chicken;Z
Lion;vulnerable sheep;Z
Parrot;illegal raccoon;Z
Parrot;colossal dormouse;Z
Dog;classical hyena;M
Fox;obnoxious roundworm;M
Bear;big halibut;M
Lion;scary bat;Z
Lizard;blonde kingfisher;Z
Fox;back sparrow;Z
Donkey;judicial possum;Z
Horse;nasty dog;M
Fox;smooth perch;Z
Tiger;enthusiastic mosquito;M
Tiger;scattered wombat;M
Tiger;primitive lungfish;Z
Parrot;cautious kangaroo;M
Donkey;Sound rook;M
Cat;super marmot;Z
Tiger;pregnant quokka;M
Fox;theoretical orangutan;Z
Fox;bizarre catfish;M
Fox;cool mouse;Z
Fox;swift pony;Z
Donkey;implicit rodent;M
Donkey;faint tarsier;M
Dog;direct fox;M
Dog;artificial mink;M
Cat;individual magpie;Z
Bear;great kingfisher;M
Bear;super eagle;M
Lizard;superb toad;M
Bear;equivalent wildfowl;M
Tiger;visible earthworm;Z
Horse;brown bear;M
Cat;central shrew;M
Cat;good iguana;Z
Dog;husky mockingbird;Z
Donkey;broad guineafowl;M
Bear;shallow marsupial;Z
Tiger;rich quail;M
Donkey;scientific pinniped;M
Tiger;scattered tarsier;M
Parrot;shaky lobster;Z
Donkey;cheerful chinchilla;Z
Dog;surrounding marmoset;M
Parrot;southern anaconda;Z
Fox;spotless cardinal;Z
Donkey;forthcoming lemur;M
Lion;blue cow;Z
Bear;common trout;Z
Parrot;occasional octopus;Z
Cat;married aardvark;Z
Parrot;geographical bug;Z
Fox;modern sheep;M
Lizard;monetary mink;M
Donkey;upset ant;M
Dog;juicy pelican;Z
Parrot;cooperative vulture;M
Lion;huge crawdad;Z
Tiger;objective louse;Z
Parrot;tiny penguin;Z
Parrot;armed moth;Z
Parrot;helpful weasel;M
Lizard;chemical kangaroo;Z
Cat;complicated jay;M
Bear;quick macaw;M
Lion;loud tarantula;M
Lizard;varying cheetah;M
Donkey;yellow dingo;Z
Fox;generous sturgeon;Z
Cat;superior leopon;Z
Dog;good puffin;M
Dog;professional mule;Z
Fox;devoted wallaby;M
Cat;general platypus;M
Donkey;delighted basilisk;Z
Lion;obliged turkey;Z
Parrot;key orca;M
Lizard;giant crow;Z
Tiger;mysterious sparrow;Z
Tiger;dry sturgeon;Z
Dog;specified worm;M
Fox;dry krill;Z
Donkey;reliable haddock;Z
Fox;certain porcupine;M
Parrot;following meerkat;M
Cat;grumpy giraffe;Z
Donkey;troubled slug;Z
Lizard;massive clownfish;Z
Bear;disturbing carp;M
Lizard;lively crocodile;Z
Tiger;involved reptile;Z
Tiger;functional lungfish;M
Tiger;annoyed pinniped;Z
Lion;upset fish;M
Donkey;great weasel;Z
Dog;salty lungfish;Z
Parrot;fierce piranha;M
Parrot;shallow kangaroo;Z
Cat;aware ape;Z
Bear;scattered rodent;M
Tiger;liberal hornet;Z
Bear;clumsy felidae;Z
Dog;variable vicuna;Z
Horse;hon worm;Z
Dog;different rodent;M
Parrot;various silverfish;Z
Parrot;unpleasant bedbug;M
Cat;mental carp;M
Tiger;broad cattle;M
Tiger;bitter boa;M
Lion;magnificent grasshopper;Z
Parrot;advisory silverfish;Z
Dog;genetic wolverine;Z
Lizard;fast tiglon;Z
Cat;corresponding mule;M
